"Story","Title","Result","Date","Stability","Duration (s)"
"Funcionalidades Manuales para Scan and Go","desea ingresar a Scan & Go , registrar productos y proceder al pago(manual)","SUCCESS","2019-10-17T17:21:31.883-05:00[America/Bogota]","0.0","6.35"
