"Story","Title","Result","Date","Stability","Duration (s)"
"Funcionalidad de Scan & Go","El usuario desea ingresar a Scan & Go , registrar productos y proceder al pago","ERROR","2019-10-17T17:15:18.082-05:00[America/Bogota]","0.0","29.12"
