"Story","Title","Result","Date","Stability","Duration (s)"
"Funcionalidad de Scan & Go","El usuario desea ingresar a Scan & Go , registrar productos y proceder al pago","SUCCESS","2019-10-17T17:21:39.872-05:00[America/Bogota]","0.0","69.69"
